Id,ActivityDay,group_label,Min Hr,Max Hr,Daily Total Intensity
2022484408,2016-04-01 00:00:00+00:00,0,0.1685004312340318,1.8110359858313956,0.6848720729602915
2022484408,2016-04-02 00:00:00+00:00,4,-0.5490019482089862,-1.701582535331913,-0.6345528681989266
2022484408,2016-04-03 00:00:00+00:00,4,-0.5980463606296004,-0.3389291746488578,0.32965777740190644
2022484408,2016-04-04 00:00:00+00:00,0,0.10234376198005661,0.7102577755177079,0.6616855509566266
2022484408,2016-04-05 00:00:00+00:00,2,0.013098366211488166,0.4100175333991047,0.8063723205221079
2022484408,2016-04-06 00:00:00+00:00,0,0.3886254329357392,0.6549359010647335,0.8236987555670501
2022484408,2016-04-07 00:00:00+00:00,0,0.5985850540965569,1.3177471828768277,1.4313958327265457
2022484408,2016-04-08 00:00:00+00:00,2,0.5147747420048568,0.32074840251135417,0.5746078574367566
2022484408,2016-04-09 00:00:00+00:00,0,0.4897365791353833,1.412732435630018,0.7254145404151415
2022484408,2016-04-10 00:00:00+00:00,4,-0.34955615928214334,-0.9056810527608391,0.26521197708247746
2022484408,2016-04-11 00:00:00+00:00,3,-1.1518423422659543,0.8465176599265619,0.4989724793825257
2022484408,2016-04-12 00:00:00+00:00,2,-0.1460183778481657,-0.011918532118997746,0.21238829056671737
2022484408,2016-04-13 00:00:00+00:00,0,-0.4231402818602841,0.9307483646354887,0.5164409309928657
2022484408,2016-04-14 00:00:00+00:00,4,-0.4279376500942888,-0.7380824025253651,0.10057942828879353
2022484408,2016-04-15 00:00:00+00:00,0,0.08570120078582147,1.8008585379275324,0.22413442417707746
2022484408,2016-04-16 00:00:00+00:00,4,-0.5980463606296004,-0.05342765293757493,-0.27326912649486335
2022484408,2016-04-17 00:00:00+00:00,0,-0.05916962041715777,1.2288871835190398,0.7659143981258899
2022484408,2016-04-18 00:00:00+00:00,0,0.21224168435945687,0.8329076555523164,0.696460023181544
2022484408,2016-04-19 00:00:00+00:00,0,0.12888550881674538,1.1912697909617795,0.0887863312001969
2022484408,2016-04-20 00:00:00+00:00,0,-0.28549177203666165,1.2909095876562702,1.185886346338847
2022484408,2016-04-21 00:00:00+00:00,0,-0.0048952413071394075,2.8091621752023324,1.9074659600153907
2022484408,2016-04-22 00:00:00+00:00,0,-0.05916962041715777,0.6076687368293172,0.6268789634353429
2022484408,2016-04-23 00:00:00+00:00,4,-0.48093672120909403,-1.5021541543419399,-0.5557781108428782
2022484408,2016-04-24 00:00:00+00:00,0,-0.0048952413071394075,1.29474827681788,0.21826189974019364
2022484408,2016-04-25 00:00:00+00:00,0,-0.5685767174022376,1.0550006520878061,0.13593123960957035
2022484408,2016-04-26 00:00:00+00:00,0,-0.16906253729488482,0.9207615809286424,0.8525594349061034
2022484408,2016-04-27 00:00:00+00:00,3,-2.533644142308046,0.019600106743270965,0.21238829056671737
2022484408,2016-04-28 00:00:00+00:00,4,-0.2888483216372481,-1.1152035701285556,0.04156740554339565
2022484408,2016-04-29 00:00:00+00:00,2,-0.5246135442586438,-0.10821019792019038,0.4814954345443225
2022484408,2016-04-30 00:00:00+00:00,2,-0.18887820860031604,-0.8284489516813536,0.6094634833605651
2022484408,2016-05-01 00:00:00+00:00,4,-1.1893548821479152,-0.7446697937431981,0.20063780570975084
2022484408,2016-05-02 00:00:00+00:00,2,-0.26204300751136705,0.20788390920240213,0.34721212946517405
2022484408,2016-05-03 00:00:00+00:00,0,-0.1921865474738265,1.477170168602578,0.8871649562312953
2022484408,2016-05-04 00:00:00+00:00,0,0.07569563517451983,0.5839417583553207,0.5397189432808057
2022484408,2016-05-05 00:00:00+00:00,0,0.34176170125906746,0.8991163578285443,0.6790767732552704
2022484408,2016-05-06 00:00:00+00:00,2,0.9732908280341249,-0.9575686745392413,0.34721212946517405
2022484408,2016-05-07 00:00:00+00:00,4,-0.1460183778481657,-0.38744505762410003,-0.7746814017668712
2022484408,2016-05-08 00:00:00+00:00,4,-0.03197715128251056,-0.7519218821842594,-1.2587451225332724
2022484408,2016-05-09 00:00:00+00:00,2,0.022076964507930542,-0.2506881658800386,0.8986935756280294
2022484408,2016-05-10 00:00:00+00:00,0,0.3631045024737316,1.300503339233922,0.9102189414290357
2022484408,2016-05-11 00:00:00+00:00,2,0.3374848795242892,0.2532025764761099,0.6152695518190577
2022484408,2016-05-12 00:00:00+00:00,2,0.4646032632832206,0.8010715309877668,-0.44717672349631765
2026352035,2016-04-02 00:00:00+00:00,1,0.6752500995055809,-2.889460978997756,-2.17517049350538
2026352035,2016-04-17 00:00:00+00:00,1,1.179808273659759,-2.889460978997756,-2.1404326790427617
2026352035,2016-04-25 00:00:00+00:00,1,3.0989891493127817,-0.5326028521246245,-1.9209783682797443
2026352035,2016-05-02 00:00:00+00:00,1,1.946198472407068,-1.130374111598723,-1.970028297627639
2026352035,2016-05-09 00:00:00+00:00,1,2.143969295424801,-0.464828159079113,-1.1832158366444328
2347167796,2016-03-29 00:00:00+00:00,2,0.10234376198005661,-0.2506881658800386,-0.07088498970427108
2347167796,2016-03-30 00:00:00+00:00,0,-0.3090230895544905,1.1063236767432465,0.2710759321976903
2347167796,2016-03-31 00:00:00+00:00,4,-0.16906253729488482,-0.6600849113428067,-0.5497306267994289
2347167796,2016-04-01 00:00:00+00:00,4,0.057870714263804385,-1.5205038617809066,-0.38106341570700814
2347167796,2016-04-02 00:00:00+00:00,2,0.8160164479859678,0.32074840251135417,0.9908065612214297
2347167796,2016-04-03 00:00:00+00:00,2,0.3117658329009008,-0.4436541495460623,-0.10648933562675855
2347167796,2016-04-04 00:00:00+00:00,2,0.1685004312340318,-0.0011020167616237883,0.012017186281092598
2347167796,2016-04-05 00:00:00+00:00,0,0.2340047180417796,1.6759360826885257,-0.005727354570503641
2347167796,2016-04-06 00:00:00+00:00,0,-0.14141908177810372,0.7904346486282082,-0.07088498970427108
2347167796,2016-04-07 00:00:00+00:00,0,-0.03197715128251056,1.1841357518334186,0.4756678321054231
2347167796,2016-04-08 00:00:00+00:00,2,0.4267233602465013,0.8046143913783775,-0.04717397335020651
2347167796,2016-04-09 00:00:00+00:00,2,0.9265022189668227,-0.20654299911570706,0.9850554673234506
